0.000	2.050	mrii_0001	
2.050	6.613	xmri_0001	
6.613	9.280	xmri_0002	
9.280	13.654	xmri_0003	
13.654	15.294	xmri_0004	
15.294	17.758	xmri_0005	
17.758	20.448	xmri_0006	
20.448	21.992	xmri_0007	
21.992	25.165	xmri_0008	
25.165	26.691	xmri_0009	
26.691	28.975	xmri_000A	
28.975	30.495	xmri_000B	
30.495	33.649	xmri_000C	
33.649	36.294	xmri_000D	
36.294	37.888	xmri_000E	
37.888	40.454	xmri_000F	
40.454	42.024	xmri_0010	
42.024	44.841	xmri_0011	
44.841	46.562	xmri_0012	
46.562	52.326	xmri_0013	
52.326	53.846	xmri_0014	
53.846	58.016	xmri_0015	
58.016	61.100	xmri_0016	
61.100	63.793	xmri_0017	
63.793	64.873	xmri_0018	
64.873	67.786	xmri_0019	
67.786	68.984	xmri_001A	
68.984	73.804	xmri_001B	
73.804	74.829	xmri_001C	
74.829	77.113	xmri_001D	
77.113	78.639	xmri_001E	
78.639	82.218	xmri_001F	
82.218	83.606	xmri_0020	
83.606	86.172	xmri_0021	
86.172	87.618	xmri_0022	
87.618	90.697	xmri_0023	
90.697	92.510	xmri_0024	
92.510	94.146	xmri_0025	
94.146	97.059	xmri_0026	
97.059	98.780	xmri_0027	
98.780	103.410	xmri_0028	
103.410	104.960	xmri_0029	
104.960	106.978	xmri_002A	
106.978	108.753	xmri_002B	
108.753	110.401	xmri_002C	
110.401	111.337	xmri_002D	
111.337	113.545	xmri_002E	
113.545	116.579	xmri_002F	
116.579	117.312	xmri_0030	
117.312	120.422	xmri_0031	
120.422	121.509	xmri_0032	
121.509	123.252	xmri_0033	
123.252	124.201	xmri_0034	
124.201	127.163	xmri_0035	
127.163	128.157	xmri_0036	
128.157	131.810	xmri_0037	
131.810	134.705	xmri_0038	
134.705	135.612	xmri_0039	
135.612	138.688	xmri_003A	
138.688	140.871	xmri_003B	
140.871	141.663	xmri_003C	
141.663	144.183	xmri_003D	
144.183	146.544	xmri_003E	
146.544	147.537	xmri_003F	
147.537	151.702	xmri_0040	
151.702	153.764	xmri_0041	
153.764	154.614	xmri_0042	
154.614	158.016	xmri_0043	
158.016	159.604	xmri_0044	
159.604	163.195	xmri_0045	
163.195	167.343	xmri_0046	
167.343	169.410	xmri_0047	
169.410	170.562	xmri_0048	
170.562	172.248	xmri_0049	
172.248	174.032	xmri_004A	
174.032	177.267	xmri_004B	
177.267	180.725	xmri_004C	
180.725	182.785	xmri_004D	
182.785	184.772	xmri_004E	
184.772	188.063	xmri_004F	
188.063	189.369	xmri_0050	
189.369	193.091	xmri_0051	
193.091	195.957	xmri_0052	
195.957	197.160	xmri_0053	
197.160	199.613	xmri_0054	
199.613	201.006	xmri_0055	
201.006	202.524	xmri_0056	
202.524	204.978	xmri_0057	
204.978	205.986	xmri_0058	
205.986	207.704	xmri_0059	
207.704	210.184	xmri_005A	
210.184	211.798	xmri_005B	
211.798	214.252	xmri_005C	
214.252	215.747	xmri_005D	
215.747	217.632	xmri_005E	
217.632	219.395	xmri_005F	
219.395	221.693	xmri_0060	
221.693	223.196	xmri_0061	
223.196	225.063	xmri_0062	
225.063	226.797	xmri_0063	
226.797	229.178	xmri_0064	
229.178	230.725	xmri_0065	
230.725	232.617	xmri_0066	
232.617	234.417	xmri_0067	
234.417	236.872	xmri_0068	
236.872	238.526	xmri_0069	
238.526	240.651	xmri_006A	
240.651	242.535	xmri_006B	
242.535	244.138	xmri_006C	
244.138	246.505	xmri_006D	
246.505	249.794	xmri_006E	
249.794	251.844	xmri_006F	
251.844	253.824	xmri_0070	
253.824	255.927	xmri_0071	
255.927	262.381	xmri_0072	
262.381	266.783	xmri_0073	
266.783	269.893	xmri_0074	
269.893	271.020	xmri_0075	
271.020	272.535	xmri_0076	
272.535	276.137	xmri_0077	
276.137	278.467	xmri_0078	
278.467	283.427	xmri_0079	
283.427	286.624	xmri_007A	
286.624	287.783	xmri_007B	
287.783	291.079	xmri_007C	
291.079	293.659	xmri_007D	
293.659	299.085	xmri_007E	
299.085	304.957	xmri_007F	
304.957	307.289	xmri_0080	
307.289	312.341	xmri_0081	
312.341	315.992	xmri_0082	
315.992	319.012	xmri_0083	
319.012	320.927	xmri_0084	
320.927	322.444	xmri_0085	
322.444	324.178	xmri_0086	
324.178	326.766	xmri_0087	
326.766	328.057	xmri_0088	
328.057	332.876	xmri_0089	
332.876	334.926	xmri_008A	
334.926	336.947	xmri_008B	
336.947	339.245	xmri_008C	
339.245	342.403	xmri_008D	
342.403	347.351	xmri_008E	
347.351	349.963	xmri_008F	
349.963	353.310	xmri_0090	
353.310	354.393	xmri_0091	
354.393	356.442	xmri_0092	
356.442	358.478	xmri_0093	
358.478	361.107	xmri_0094	
361.107	363.560	xmri_0095	
363.560	366.342	xmri_0096	
366.342	369.439	xmri_0097	
369.439	372.361	xmri_0098	
372.361	373.589	xmri_0099	
373.589	376.575	xmri_009A	
376.575	379.644	xmri_009B	
379.644	380.959	xmri_009C	
380.959	385.644	xmri_009D	
385.644	387.344	xmri_009E	
387.344	389.015	xmri_009F	
389.015	391.093	xmri_00A0	
391.093	393.550	xmri_00A1	
393.550	395.221	xmri_00A2	
395.221	397.299	xmri_00A3	
397.299	399.757	xmri_00A4	
399.757	402.153	xmri_00A5	
402.153	403.831	xmri_00A6	
403.831	404.768	xmri_00A7	
404.768	407.847	xmri_00A8	
407.847	409.382	xmri_00A9	
409.382	416.951	xmri_00AA	
416.951	418.919	xmri_00AB	
418.919	419.864	xmri_00AC	
419.864	421.661	xmri_00AD	
421.661	424.950	xmri_00AE	
424.950	426.300	xmri_00AF	
426.300	427.032	xmri_00B0	
427.032	428.013	xmri_00B1	
428.013	430.279	xmri_00B2	
430.279	435.416	xmri_00B3	
435.416	437.666	xmri_00B4	
437.666	439.381	xmri_00B5	
439.381	443.229	xmri_00B6	
443.229	446.529	xmri_00B7	
446.529	447.879	xmri_00B8	
447.879	448.873	xmri_00B9	
448.873	451.810	xmri_00BA	
451.810	454.376	xmri_00BB	
454.376	461.757	xmri_00BC	
461.757	466.228	xmri_00BD	
466.228	469.376	xmri_00BE	
469.376	472.519	xmri_00BF	
472.519	473.869	xmri_00C0	
473.869	474.776	xmri_00C1	
474.776	477.933	xmri_00C2	
477.933	485.212	xmri_00C3	
485.212	490.131	xmri_00C4	
490.131	492.546	xmri_00C5	
492.546	495.268	xmri_00C6	
495.268	497.318	xmri_00C7	
497.318	499.281	xmri_00C8	
499.281	505.256	xmri_00C9	
505.256	508.269	xmri_00CA	
508.269	509.209	xmri_00CB	
509.209	511.670	xmri_00CC	
511.670	513.020	xmri_00CD	
513.020	515.227	xmri_00CE	
515.227	516.240	xmri_00CF	
516.240	517.824	xmri_00D0	
517.824	518.693	xmri_00D1	
518.693	520.279	xmri_00D2	
520.279	521.345	xmri_00D3	
521.345	523.156	xmri_00D4	
523.156	524.167	xmri_00D5	
524.167	525.900	xmri_00D6	
525.900	526.815	xmri_00D7	
526.815	528.597	xmri_00D8	
528.597	529.626	xmri_00D9	
529.626	531.373	xmri_00DA	
531.373	532.323	xmri_00DB	
532.323	534.054	xmri_00DC	
534.054	535.075	xmri_00DD	
535.075	536.769	xmri_00DE	
536.769	537.744	xmri_00DF	
537.744	539.463	xmri_00E0	
539.463	540.471	xmri_00E1	
540.471	542.356	xmri_00E2	
542.356	545.492	xmri_00E3	
545.492	547.723	xmri_00E4	
547.723	549.301	xmri_00E5	
549.301	551.012	xmri_00E6	
551.012	552.678	xmri_00E7	
552.678	554.243	xmri_00E8	
554.243	555.861	xmri_00E9	
555.861	557.526	xmri_00EA	
557.526	559.156	xmri_00EB	
559.156	560.942	xmri_00EC	
560.942	563.016	xmri_00ED	
563.016	564.581	xmri_00EE	
564.581	565.853	xmri_00EF	
565.853	572.548	xmri_00F0	
572.548	573.995	xmri_00F1	
573.995	577.476	xmri_00F2	
577.476	579.103	xmri_00F3	
579.103	583.172	xmri_00F4	
583.172	585.696	xmri_00F5	
585.696	587.978	xmri_00F6	
587.978	594.596	xmri_00F7	
